Customer ID,Customer Name,Recency,Frequency,Monetary,Avg_Item_Price,Unique_Product_Count,Fav_Product,City,State,Region,Furniture_Count,Office Supplies_Count,Technology_Count,First Class_Count,Same Day_Count,Second Class_Count,Standard Class_Count,Consumer_Count,Corporate_Count,Home Office_Count,Cluster
GT-14635,Grant Thornton,56,3,9351.212,1558.5353333333333,6,Acme Office Executive Series Stainless Steel Trimmers,Long Beach,New York,East,1,4,1,0,2,0,4,0,6,0,0
GT-14710,Greg Tran,36,11,11820.119999999999,407.5903448275862,28,Xerox 1880,Seattle,New York,East,4,21,4,5,0,2,22,29,0,0,2
GT-14755,Guy Thornton,34,4,226.436,32.348,7,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Harlingen,California,West,1,6,0,3,0,0,4,7,0,0,0
GW-14605,Giulietta Weimer,28,7,2189.0190000000002,243.22433333333336,9,Bevis Round Conference Room Tables and Bases,Henderson,Kentucky,South,2,4,3,0,0,3,6,9,0,0,0
GZ-14470,Gary Zandusky,7,9,4355.150000000001,311.0821428571429,14,#6 3/4 Gummed Flap White Envelopes,Columbia,Maryland,West,5,7,2,1,4,1,8,14,0,0,2
GZ-14545,George Zrebassa,157,4,2454.6220000000003,490.92440000000005,5,Belkin 5 Outlet SurgeMaster Power Centers,Los Angeles,California,West,1,3,1,0,0,1,4,0,5,0,0
HA-14905,Helen Abelman,69,7,2163.2999999999997,216.32999999999998,10,American Pencil,Fort Collins,California,East,3,5,2,0,1,2,7,10,0,0,0
HA-14920,Helen Andreada,20,8,2584.158,143.56433333333334,18,Acco Hot Clips Clips to Go,Laredo,California,Central,3,11,4,8,0,2,8,18,0,0,2
HD-14785,Harold Dahlen,768,3,251.36,35.90857142857143,7,Aluminum Screw Posts,Philadelphia,Pennsylvania,East,0,7,0,0,0,2,5,0,0,7,1
HE-14800,Harold Engle,12,3,755.462,94.43275,7,Tensor Track Tree Floor Lamp,Newark,Delaware,East,3,3,2,0,0,0,8,0,8,0,0
HF-14995,Herbert Flentye,21,7,2533.164,133.32442105263158,19,"#10 White Business Envelopes,4 1/8 x 9 1/2",San Francisco,California,West,6,11,2,3,0,4,12,19,0,0,0
HG-14845,Harry Greene,54,5,785.628,78.56280000000001,10,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,New York City,New York,East,2,8,0,0,2,2,6,10,0,0,0
HG-14965,Henry Goldwyn,23,12,3247.642,191.03776470588235,17,Acco 3-Hole Punch,Los Angeles,California,West,1,15,1,2,1,2,12,0,17,0,2
HG-15025,Hunter Glantz,6,7,3690.284,335.4803636363636,11,DMI Arturo Collection Mission-style Design Wood Chair,Amarillo,Texas,Central,1,6,4,0,4,0,7,11,0,0,2
HH-15010,Hilary Holden,72,2,218.668,36.44466666666667,6,Ampad #10 Peel & Seel Holiday Envelopes,San Francisco,California,West,2,4,0,0,2,4,0,0,6,0,0
HJ-14875,Heather Jas,126,5,358.1,59.68333333333334,6,Acme Tagit Stainless Steel Antibacterial Scissors,Mesa,Arizona,West,1,5,0,4,0,0,2,0,0,6,0
HK-14890,Heather Kirkland,151,8,4877.784,325.18559999999997,15,Belkin 5 Outlet SurgeMaster Power Centers,Houston,Texas,Central,4,7,4,0,0,2,13,0,15,0,2
HL-15040,Hunter Lopez,43,6,12873.297999999999,1170.2998181818182,11,Staple envelope,Jonesboro,Arkansas,South,3,5,3,1,0,2,8,11,0,0,2
HM-14860,Harry Marie,2,10,8236.764799999999,411.8382399999999,20,3M Hangers With Command Adhesive,Dallas,Texas,Central,7,9,4,2,0,3,15,0,20,0,2
HM-14980,Henry MacAllister,247,4,736.276,105.18228571428571,7,Avery Binding System Hidden Tab Executive Style Index Sets,Los Angeles,California,West,1,5,1,3,0,0,4,7,0,0,0
HP-14815,Harold Pawlan,30,7,1990.314,199.03140000000002,10,"Acme 10"" Easy Grip Assistive Scissors",Fort Worth,Arizona,Central,2,7,1,0,0,3,7,0,0,10,0
HR-14770,Hallie Redmond,13,4,940.5880000000001,188.1176,5,50 Colored Long Pencils,Jacksonville,Florida,South,1,2,2,1,0,1,3,0,0,5,0
HR-14830,Harold Ryan,159,7,5248.787,374.91335714285714,14,"#10 White Business Envelopes,4 1/8 x 9 1/2",New York City,New York,East,3,8,3,5,1,2,6,0,14,0,2
HW-14935,Helen Wasserman,117,7,4827.934,321.8622666666667,15,Belkin 7 Outlet SurgeMaster II,Tulsa,Oklahoma,Central,3,8,4,5,0,3,7,0,15,0,2
HZ-14950,Henia Zydlo,35,5,886.52,147.75333333333333,6,Advantus Panel Wall Acrylic Frame,Houston,New York,East,3,2,1,0,1,0,5,6,0,0,0
IG-15085,Ivan Gibson,71,4,744.574,106.36771428571429,7,Binding Machine Supplies,Little Rock,Arkansas,South,0,7,0,0,0,2,5,7,0,0,0
IL-15100,Ivan Liston,142,7,5040.736,360.0525714285714,14,Aastra 57i VoIP phone,Columbus,Delaware,Central,3,8,3,2,0,0,12,14,0,0,2
IM-15055,Ionia McGrath,409,2,48.4,24.2,2,Round Ring Binders,Las Vegas,California,West,0,2,0,1,0,0,1,2,0,0,1
IM-15070,Irene Maddox,390,7,4930.474,234.7844761904762,21,Acme Stainless Steel Office Snips,Colorado Springs,Colorado,West,5,14,2,0,0,4,17,21,0,0,1
JA-15970,Joseph Airdo,92,8,6491.026,270.45941666666664,24,Avery Durable Slant Ring Binders,Detroit,Michigan,West,2,17,5,0,0,6,18,24,0,0,2
JB-15400,Jennifer Braxton,7,10,1791.605,111.9753125,16,Acco 3-Hole Punch,Tampa,Illinois,Central,1,12,3,3,0,3,10,0,16,0,2
JB-15925,Joni Blumstein,736,3,900.552,112.569,8,AmazonBasics 3-Button USB Wired Mouse,Dublin,Ohio,East,1,5,2,7,0,0,1,8,0,0,1
JB-16000,Joy Bell-,43,7,644.1188,92.01697142857142,7,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Brownsville,California,West,2,5,0,1,0,2,4,7,0,0,0
JB-16045,Julia Barnett,7,5,2518.1150000000002,279.79055555555556,9,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Columbus,Georgia,East,3,4,2,0,0,1,8,0,0,9,0
JC-15340,Jasper Cacioppo,114,4,71.263,17.81575,4,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Los Angeles,California,East,1,3,0,0,0,0,4,4,0,0,0
JC-15385,Jenna Caffey,175,1,1058.108,264.527,4,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Kent,Washington,West,1,2,1,0,0,0,4,4,0,0,0
JC-15775,John Castell,158,9,2772.055,173.2534375,16,Acme Galleria Hot Forged Steel Scissors with Colored Handles,Philadelphia,Pennsylvania,East,5,8,3,0,1,6,9,16,0,0,2
JC-16105,Julie Creighton,57,5,858.576,95.39733333333334,9,Avery 476,Rochester,New York,East,2,6,1,0,0,1,8,0,9,0,0
JD-15790,John Dryer,117,5,2152.3520000000003,307.4788571428572,7,Acco Perma 3000 Stacking Storage Drawers,Coppell,Texas,Central,1,5,1,0,0,0,7,7,0,0,0
JD-15895,Jonathan Doherty,394,11,7610.8640000000005,237.83950000000002,32,Acme Softgrip Scissors,Columbia,California,East,6,22,4,4,0,19,9,0,32,0,2
JD-16015,Joy Daniels,112,6,385.43,35.03909090909091,11,3M Organizer Strips,Chicago,Illinois,Central,0,8,3,3,0,1,7,11,0,0,0
JD-16060,Julia Dunbar,300,3,695.442,115.907,6,Advantus Map Pennant Flags and Round Head Tacks,Rochester,Minnesota,Central,1,5,0,0,4,0,2,6,0,0,1
JD-16150,Justin Deggeller,41,8,8828.0305,519.2959117647059,17,Apple EarPods with Remote and Mic,Los Angeles,California,West,8,5,4,5,0,0,12,0,17,0,2
JE-15475,Jeremy Ellison,193,6,1388.682,106.8216923076923,13,Acco D-Ring Binder w/DublLock,Houston,Texas,Central,3,6,4,0,0,1,12,13,0,0,0
JE-15610,Jim Epp,48,7,7754.976,387.74879999999996,20,ACCOHIDE Binder by Acco,Lakeland,Florida,South,3,12,5,9,0,5,6,0,20,0,2
JE-15715,Joe Elijah,46,10,8697.843,395.35650000000004,21,Global Executive Mid-Back Manager's Chair,Charlotte,North Carolina,South,7,13,2,3,0,1,18,22,0,0,2
JE-15745,Joel Eaton,51,13,6760.815,293.94847826086954,22,"Belkin 19"" Vented Equipment Shelf, Black",Florence,California,South,9,8,6,3,3,7,10,23,0,0,2
JE-16165,Justin Ellison,20,3,2697.248,385.3211428571429,7,Anker Astro 15000mAh USB Portable Charger,Franklin,Wisconsin,Central,2,3,2,0,0,2,5,0,7,0,0
JF-15190,Jamie Frazer,65,6,2239.6059999999998,124.42255555555555,18,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Long Beach,California,East,1,15,2,0,0,4,14,18,0,0,0
JF-15295,Jason Fortune-,225,5,955.124,68.22314285714286,14,24-Hour Round Wall Clock,Logan,Utah,West,4,8,2,3,0,0,11,14,0,0,0
JF-15355,Jay Fein,105,6,1911.844,119.49025,16,Belkin 6 Outlet Metallic Surge Strip,San Diego,California,West,5,8,3,0,3,9,4,16,0,0,0
JF-15415,Jennifer Ferguson,2,5,2309.4320000000002,177.6486153846154,13,Avery 473,Seattle,Washington,West,1,9,3,1,7,1,4,13,0,0,0
JF-15490,Jeremy Farry,121,10,890.9499999999999,63.63928571428571,14,"Alliance Big Bands Rubber Bands, 12/Pack",San Francisco,California,West,4,10,0,2,2,0,10,14,0,0,2
JF-15565,Jill Fjeld,54,8,4198.332,262.39575,16,#10 Self-Seal White Envelopes,Fayetteville,North Carolina,South,3,9,4,0,0,8,8,16,0,0,2
JG-15115,Jack Garza,757,3,2358.676,336.9537142857143,7,Canon PC1080F Personal Copier,Jacksonville,North Carolina,South,1,2,4,0,1,2,4,7,0,0,1
JG-15160,James Galang,1,11,6366.392,353.68844444444443,18,Adtran 1202752G1,Los Angeles,California,West,4,8,6,5,1,3,9,18,0,0,2
JG-15310,Jason Gross,2,6,2240.58,203.6890909090909,11,36X48 HARDFLOOR CHAIRMAT,Newark,Ohio,East,4,7,0,3,4,2,2,0,11,0,0
JG-15805,John Grady,223,6,1507.018,167.44644444444444,9,"Adams ""While You Were Out"" Message Pads",Auburn,New York,East,1,8,0,3,0,1,5,0,9,0,0
JH-15430,Jennifer Halladay,5,4,309.281,44.183,7,"Eldon 400 Class Desk Accessories, Black Carbon",Burlington,Florida,South,1,5,1,4,0,0,3,7,0,0,0
JH-15820,John Huston,174,6,528.91,66.11375,8,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,Kent,Ohio,East,1,5,2,1,0,5,2,8,0,0,0
JH-15910,Jonathan Howell,41,7,959.477,106.60855555555555,9,Adtran 1202752G1,Atlanta,California,Central,2,4,3,0,1,0,8,9,0,0,0
JH-15985,Joseph Holt,29,6,7954.9980000000005,568.2141428571429,14,14-7/8 x 11 Blue Bar Computer Printout Paper,Saginaw,Michigan,West,1,11,2,4,0,1,9,14,0,0,2
JH-16180,Justin Hirsh,404,4,2256.394,451.27879999999993,5,Clearsounds A400,Philadelphia,Pennsylvania,East,2,2,1,0,0,1,4,5,0,0,1
JJ-15445,Jennifer Jackson,483,5,709.178,118.19633333333333,6,Aluminum Screw Posts,New York City,New York,East,0,5,1,1,0,2,3,6,0,0,1
JJ-15760,Joel Jenkins,752,2,195.0,65.0,3,Holmes Odor Grabber,Springfield,Virginia,South,0,2,1,0,0,1,2,0,0,3,1
JK-15205,Jamie Kunitz,61,4,4262.292,355.19100000000003,12,"""While you Were Out"" Message Book, One Form per Page",San Francisco,California,West,2,8,2,0,0,2,10,12,0,0,0
JK-15325,Jason Klamczynski,287,3,383.812,95.953,4,Fellowes Basic Home/Office Series Surge Protectors,Dallas,Texas,Central,0,3,1,0,0,2,2,0,4,0,0
JK-15370,Jay Kimmel,44,7,2136.458,133.528625,15,Sterilite Officeware Hinged File Box,Miami,California,West,1,12,3,3,4,4,5,16,0,0,0
JK-15625,Jim Karlsson,61,7,3760.0280000000002,313.33566666666667,12,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",New York City,Washington,East,5,4,3,3,0,2,7,12,0,0,2
JK-15640,Jim Kriz,180,9,4760.433999999999,396.7028333333333,12,Avery Hi-Liter Smear-Safe Highlighters,Seattle,Washington,East,0,8,4,0,6,2,4,0,0,12,2
JK-15730,Joe Kamberova,84,9,4769.900000000001,251.04736842105265,19,BPI Conference Tables,Des Plaines,Illinois,Central,6,10,3,5,1,5,8,19,0,0,2
JK-16090,Juliana Krohn,28,3,3747.668,416.4075555555556,9,Acme Softgrip Scissors,Louisville,Kentucky,South,3,4,2,0,0,0,9,9,0,0,0
JK-16120,Julie Kriz,117,10,2932.484,172.4990588235294,17,Avery 480,Austin,Texas,Central,5,10,2,0,1,3,13,0,0,17,2
JL-15130,Jack Lebron,8,6,1214.9560000000001,101.24633333333334,12,"Bevis Round Bullnose 29"" High Table Top",Jackson,Tennessee,South,1,9,2,3,0,0,9,12,0,0,0
JL-15175,James Lanier,6,5,1571.5230000000001,224.50328571428574,7,Acco 6 Outlet Guardian Premium Surge Suppressor,Chandler,Arizona,West,2,3,2,0,1,1,5,0,0,7,0
JL-15235,Janet Lee,119,5,2203.7,220.36999999999998,10,Acco Translucent Poly Ring Binders,Newark,Delaware,East,3,6,1,0,0,0,10,10,0,0,0
JL-15505,Jeremy Lonsdale,49,6,3173.874,186.6984705882353,17,"#10 Gummed Flap White Envelopes, 100/Box",Westminster,California,West,3,12,2,0,0,1,16,17,0,0,0
JL-15835,John Lee,21,10,9576.343,290.19221212121215,32,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Los Angeles,California,East,8,20,5,0,5,9,19,33,0,0,2
JL-15850,John Lucas,614,6,2725.256,247.75054545454543,11,AT&T 841000 Phone,Philadelphia,Pennsylvania,West,1,7,3,1,0,4,6,11,0,0,1
JM-15250,Janet Martin,37,6,3159.122,166.26957894736842,19,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Huntsville,Texas,Central,6,11,2,1,0,3,15,19,0,0,0
JM-15265,Janet Molinari,37,5,1804.146,138.78046153846154,13,AT&T CL83451 4-Handset Telephone,Chicago,California,Central,4,7,2,0,0,6,7,0,13,0,0
JM-15535,Jessica Myrick,102,7,1733.443,173.3443,10,Barrel Sharpener,New York City,New York,East,4,4,2,3,0,1,6,10,0,0,0
JM-15580,Jill Matthias,0,5,303.948,43.421142857142854,7,Array Memo Cubes,Los Angeles,California,West,0,5,2,1,0,0,6,7,0,0,0
JM-15655,Jim Mitchum,8,5,864.947,72.07891666666667,12,Avery 517,Carlsbad,New Mexico,West,1,8,3,2,2,0,8,0,12,0,0
JM-15865,John Murray,109,7,7625.076,586.5443076923077,13,Acco 6 Outlet Guardian Premium Surge Suppressor,Phoenix,Arizona,West,3,8,2,1,0,6,6,13,0,0,2
JM-16195,Justin MacKendrick,57,10,2833.926,149.154,19,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Los Angeles,California,West,4,13,2,9,1,6,3,19,0,0,2
JO-15145,Jack O'Briant,57,9,3254.949,250.3806923076923,13,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Franklin,California,West,5,6,2,3,2,0,8,0,13,0,2
JO-15280,Jas O'Carroll,92,6,1934.272,175.84290909090907,11,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Los Angeles,California,West,2,8,1,0,1,7,3,11,0,0,0
JO-15550,Jesus Ocampo,215,5,1090.838,99.1670909090909,11,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Chester,Pennsylvania,East,0,10,1,7,0,0,4,0,0,11,0
JP-15460,Jennifer Patt,37,7,1669.135,111.27566666666667,15,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Dallas,New York,East,2,12,1,6,0,0,9,0,15,0,0
JP-15520,Jeremy Pistek,8,7,3635.594,227.224625,16,Acme Serrated Blade Letter Opener,San Francisco,California,West,2,12,2,0,0,8,8,16,0,0,2
JP-16135,Julie Prescott,102,9,1707.71,131.3623076923077,12,Iceberg Mobile Mega Data/Printer Cart,Columbus,California,East,2,10,1,0,2,1,10,0,0,13,2
JR-15670,Jim Radford,593,2,1156.658,385.55266666666665,3,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Colorado Springs,Colorado,West,1,2,0,0,0,0,3,3,0,0,1
JR-15700,Jocasta Rupert,68,1,863.88,863.88,1,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Jacksonville,Florida,South,0,0,1,0,0,0,1,1,0,0,0
JR-16210,Justin Ritter,33,5,2201.686,220.16860000000003,10,Enermax Acrylux Wireless Keyboard,Springfield,Oregon,West,2,4,4,1,0,1,8,0,10,0,0
JS-15595,Jill Stevenson,119,4,1417.654,177.20675,8,Advantus Plastic Paper Clips,Chicago,Illinois,Central,1,6,1,1,0,1,6,0,8,0,0
JS-15685,Jim Sink,42,3,990.1959999999999,110.02177777777777,9,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Miramar,Florida,South,1,7,1,0,0,5,4,0,9,0,0
JS-15880,John Stevenson,534,5,3868.02,429.78,9,"Avery Durable Slant Ring Binders, No Labels",Harlingen,Texas,Central,3,5,1,5,0,3,1,9,0,0,1
JS-15940,Joni Sundaresam,463,5,469.169,58.646125,8,Avery 481,Lancaster,Ohio,East,3,5,0,2,0,3,3,0,0,8,1
JS-16030,Joy Smith,28,6,2516.4939999999997,139.8052222222222,18,3.6 Cubic Foot Counter Height Office Refrigerator,Hattiesburg,Mississippi,Central,5,11,2,1,0,2,15,18,0,0,0
JW-15220,Jane Waco,42,6,7721.714,551.551,14,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Lawrence,California,West,7,4,3,0,0,1,13,0,14,0,2
JW-15955,Joni Wasserman,5,6,1049.238,104.9238,10,Avery 479,Louisville,Kentucky,East,4,5,1,3,0,2,5,10,0,0,0
JW-16075,Julia West,461,4,1428.731,204.10442857142857,7,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Jacksonville,North Carolina,South,0,7,0,0,0,0,7,7,0,0,1
KA-16525,Kelly Andreada,36,7,1519.506,138.13690909090909,11,Ames Color-File Green Diamond Border X-ray Mailers,New York City,New York,East,2,8,1,1,0,2,8,11,0,0,0
KB-16240,Karen Bern,4,7,3152.615,315.26149999999996,10,Avery Hole Reinforcements,Los Angeles,California,Central,3,4,3,0,0,1,9,0,10,0,2
KB-16315,Karl Braun,296,9,1569.464,71.33927272727273,22,Acco Hanging Data Binders,Akron,Ohio,East,3,16,3,0,0,5,17,22,0,0,2
KB-16405,Katrina Bavinger,117,3,908.821,100.98011111111111,9,AmazonBasics 3-Button USB Wired Mouse,New York City,New York,West,3,4,2,2,0,4,3,0,0,9,0
KB-16585,Ken Black,230,12,2744.742,119.33660869565219,23,24-Hour Round Wall Clock,Lafayette,Louisiana,West,2,14,7,3,1,2,17,0,23,0,2
KB-16600,Ken Brennan,1,7,983.922,109.32466666666667,9,"6"" Cubicle Wall Clock, Black",Houston,Texas,Central,1,7,1,5,0,0,4,0,9,0,0
KC-16255,Karen Carlisle,407,6,2120.9539999999997,212.09539999999998,10,Aluminum Screw Posts,Henderson,Kentucky,South,0,7,3,5,0,5,0,0,10,0,1
KC-16540,Kelly Collister,97,4,3908.2619999999997,781.6524,5,Binder Posts,San Diego,California,West,1,2,2,0,1,0,4,5,0,0,0
KC-16675,Kimberly Carter,57,4,1146.05,163.72142857142856,7,"ACCOHIDE 3-Ring Binder, Blue, 1""",Louisville,Kentucky,South,2,5,0,2,0,1,4,0,7,0,0
KD-16270,Karen Daniels,484,5,8282.358,517.647375,16,Adjustable Depth Letter/Legal Cart,Houston,Texas,Central,2,10,4,3,0,0,13,16,0,0,1
KD-16345,Katherine Ducich,41,6,1888.9640000000002,188.89640000000003,10,Aastra 6757i CT Wireless VoIP phone,New York City,New York,East,1,5,4,4,0,1,5,10,0,0,0
KD-16495,Keith Dawkins,112,12,8181.256,292.1877142857143,28,"Acco Six-Outlet Power Strip, 4' Cord Length",San Jose,California,West,7,18,3,2,5,0,21,0,28,0,2
KD-16615,Ken Dana,289,4,907.158,129.594,7,12-1/2 Diameter Round Wall Clock,Los Angeles,California,West,1,6,0,0,0,0,7,0,7,0,0
KE-16420,Katrina Edelman,26,7,1453.2812,121.10676666666666,12,Avery Poly Binder Pockets,Aurora,Texas,Central,3,8,1,5,0,0,7,0,12,0,0
KF-16285,Karen Ferguson,97,7,10604.266,589.1258888888889,18,#10 Self-Seal White Envelopes,Sandy Springs,California,West,2,14,2,4,3,0,11,0,0,18,2
KH-16330,Katharine Harms,40,8,3312.864,184.048,18,3M Organizer Strips,New York City,New York,East,5,9,4,0,0,6,12,0,18,0,2
KH-16360,Katherine Hughes,1,6,3100.612,221.47228571428573,14,"Adams Telephone Message Books, 5 1/4” x 11”",Louisville,Kentucky,Central,5,8,1,0,0,9,5,14,0,0,0
KH-16510,Keith Herrera,22,6,5229.695000000001,261.48475,20,Avery 489,San Francisco,California,West,4,10,6,2,0,3,15,20,0,0,0
KH-16630,Ken Heidel,58,9,3918.966,230.52741176470587,17,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Clinton,Maryland,East,0,12,5,1,0,3,13,0,17,0,2
KH-16690,Kristen Hastings,2,7,5990.799,399.3866,15,Adjustable Depth Letter/Legal Cart,Springfield,Oregon,West,0,12,3,0,1,2,12,0,15,0,2
KL-16555,Kelly Lampkin,16,8,5016.488,228.02218181818182,22,Avery Poly Binder Pockets,Colorado Springs,Colorado,South,9,10,3,11,0,2,9,0,22,0,2
KL-16645,Ken Lonsdale,47,12,14175.229,488.801,28,Staple-based wall hangings,Chicago,Illinois,Central,7,15,7,0,1,13,15,29,0,0,2
KM-16225,Kalyca Meade,14,6,2260.958,118.99778947368422,19,3M Polarizing Light Filter Sleeves,Baltimore,California,East,4,11,4,0,0,5,14,0,19,0,0
KM-16375,Katherine Murray,56,8,5620.186,281.0093,20,Airmail Envelopes,Gilbert,Arizona,West,6,10,4,1,0,0,19,0,0,20,2
KM-16660,Khloe Miller,15,5,453.538,50.39311111111111,9,Avery 495,Inglewood,California,West,1,6,2,0,0,1,8,9,0,0,0
KM-16720,Kunst Miller,28,8,4909.472,175.33828571428572,28,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",New York City,New York,West,4,17,7,3,0,5,20,28,0,0,2
KN-16390,Katherine Nockton,19,8,2224.086,148.27239999999998,15,Acco D-Ring Binder w/DublLock,New York City,Ohio,East,4,5,6,2,0,1,12,0,15,0,2
KN-16450,Kean Nguyen,52,5,2171.962,271.49525,8,AT&T 1080 Corded phone,Redondo Beach,California,West,2,3,3,0,0,1,7,0,8,0,0
KN-16705,Kristina Nunn,98,7,2003.01,166.9175,12,Anker 24W Portable Micro USB Car Charger,Seattle,Washington,West,1,8,3,1,0,1,10,0,0,12,0
KS-16300,Karen Seio,295,3,88.47200000000001,22.118000000000002,4,Avery 508,Raleigh,North Carolina,South,0,3,1,0,0,1,3,0,4,0,1
KT-16465,Kean Takahito,391,7,3057.1,218.3642857142857,14,Avery Durable Slant Ring Binders,Chicago,California,Central,4,9,1,0,2,1,11,14,0,0,1
KT-16480,Kean Thornton,100,10,4642.088400000001,357.0837230769231,13,APC 7 Outlet Network SurgeArrest Surge Protector,Buffalo,Texas,East,3,8,2,1,0,6,6,13,0,0,2
KW-16435,Katrina Willman,96,5,4416.52,441.65200000000004,10,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,New York City,New York,East,3,3,4,1,1,0,8,10,0,0,0
KW-16570,Kelly Williams,770,4,449.096,89.8192,5,Dana Swing-Arm Lamps,Kirkwood,Missouri,Central,2,2,1,3,0,0,2,5,0,0,1
LA-16780,Laura Armstrong,154,11,8673.222,333.5854615384615,26,2300 Heavy-Duty Transfer File Systems by Perma,Hackensack,Texas,Central,8,9,9,1,0,12,13,0,26,0,2
LB-16735,Larry Blacks,48,3,50.188,16.729333333333333,3,"DAX Value U-Channel Document Frames, Easel Back",Fort Worth,California,Central,1,2,0,1,0,1,1,3,0,0,0
LB-16795,Laurel Beltran,152,8,4985.676,207.7365,23,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Seattle,California,West,5,16,3,9,4,1,10,0,0,24,2
LC-16870,Lena Cacioppo,27,8,2580.7039999999997,86.02346666666666,29,Memorex Micro Travel Drive 16 GB,Thornton,Colorado,West,7,17,6,4,1,14,11,30,0,0,2
LC-16885,Lena Creighton,16,12,7663.126,333.17939130434786,23,AT&T CL2909,Roseville,California,West,9,9,5,4,0,2,17,23,0,0,2
LC-16930,Linda Cazamias,41,8,4492.946,320.9247142857143,14,"Crayola Anti Dust Chalk, 12/Pack",Phoenix,Arizona,West,3,6,5,5,0,3,6,0,14,0,2
LC-16960,Lindsay Castell,436,4,3246.6259999999997,463.80371428571425,7,Aluminum Document Frame,Tampa,Florida,South,2,5,0,0,0,0,7,0,0,7,1
LC-17050,Liz Carlisle,54,5,2095.064,232.78488888888887,9,Acco D-Ring Binder w/DublLock,Los Angeles,California,West,4,3,2,1,0,4,4,9,0,0,0
LC-17140,Logan Currie,13,9,2633.582,138.60957894736842,18,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Philadelphia,California,East,7,9,3,0,0,11,8,19,0,0,2
LD-16855,Lela Donovan,552,1,5.304,5.304,1,Newell 311,Chicago,Illinois,Central,0,1,0,0,0,0,1,0,1,0,1
LD-17005,Lisa DeCherney,414,4,1961.934,280.27628571428573,7,Avery 48,New York City,New York,East,2,4,1,0,0,4,3,7,0,0,1
LE-16810,Laurel Elliston,21,6,1469.4499999999998,163.2722222222222,9,Acme Forged Steel Scissors with Black Enamel Handles,Chicago,Illinois,Central,3,4,2,1,0,2,6,9,0,0,0
LF-17185,Luke Foster,22,7,3930.509,245.6568125,16,12-1/2 Diameter Round Wall Clock,San Antonio,Texas,Central,4,11,1,5,3,1,7,16,0,0,2
LH-16750,Larry Hughes,151,3,287.426,95.80866666666667,3,"Angle-D Binders with Locking Rings, Label Holders",Chandler,Arizona,East,0,2,1,2,0,0,1,3,0,0,0
LH-16900,Lena Hernandez,21,9,2295.332,153.02213333333333,15,Acco Suede Grain Vinyl Round Ring Binder,Columbus,North Carolina,South,2,6,7,0,0,5,10,15,0,0,2
LH-17020,Lisa Hazard,239,4,318.239,53.03983333333333,6,Advantus Panel Wall Acrylic Frame,Louisville,Colorado,West,2,3,1,4,0,1,1,6,0,0,0
LH-17155,Logan Haushalter,385,9,1739.689,91.56257894736842,19,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Los Angeles,California,West,6,8,5,2,1,8,8,19,0,0,2
LL-16840,Lauren Leatherbury,249,5,2454.554,245.4554,10,Avery 501,Waynesboro,Virginia,South,3,5,2,4,2,1,3,10,0,0,0
LM-17065,Liz MacKendrick,391,5,1346.774,192.3962857142857,7,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,Southaven,Mississippi,South,1,4,2,0,0,0,7,7,0,0,1
LO-17170,Lori Olson,2,5,644.35,71.59444444444445,9,3M Hangers With Command Adhesive,Peoria,Illinois,Central,4,4,1,3,0,2,4,0,9,0,0
LP-17080,Liz Pelletier,40,4,756.606,84.06733333333334,9,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",San Francisco,California,West,4,5,0,0,3,2,4,9,0,0,0
